ID,DATE,TYPE,KIA,WIA,CITY,REGION,COUNTRY,DETAILS,GROUP,REMARKS,TEXT
170,2015 JUL 07,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,2 Kg of TNT were found along with hand grenades and ammunition,,Near a water station in Svyatoshinsky district ,2 Kg of TNT were found along with hand grenades and ammunition Near a water station in Svyatoshinsky district 
171,2015 JUL 06,CACHE/FOUND,0,0,TBD,ZHYTOMYR,UKRAINEæ,Two servicemen were detained in a minibus with explosives,,"Road Zhytomyr- Chernivtsi . 3 Kg of flash powder, TNT","Two servicemen were detained in a minibus with explosives Road Zhytomyr- Chernivtsi . 3 Kg of flash powder, TNT"
172,2015 JUL 06,CACHE/FOUND,0,0,Lysychansk,LUHANSK,UKRAINEæ,A cache with explosives was found in a destroyed plant,,"10 Kg TNT plus electric detonators, landmines, hand grenadesƒ","A cache with explosives was found in a destroyed plant 10 Kg TNT plus electric detonators, landmines, hand grenadesƒ"
173,2015 JUL 05,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,An IED close to a billboard was disposed by Police,,Between Cosmonauts St and General Petrov St. Reported as RCIED (TBC),An IED close to a billboard was disposed by Police Between Cosmonauts St and General Petrov St. Reported as RCIED (TBC)
174,2015 JUL 05,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Detention of a group planning to blown a bridge up,,Explosives seized. They planned to attack Ingul & Varvarovskogo bridges.,Detention of a group planning to blown a bridge up Explosives seized. They planned to attack Ingul & Varvarovskogo bridges.
175,2015 JUL 04,CACHE/FOUND,0,0,Novohrad-Volynskyi,ZHYTOMYR,UKRAINE,A cache protected by IEDs was found,,Some IEDs were found along with hand grenades and ammunition,A cache protected by IEDs was found Some IEDs were found along with hand grenades and ammunition
176,2015 JUL 04,UNKNOWN,0,0,Sumy,SUMY,UKRAINE,IED was detonated against a political party local office,,Office of political party ‚???????????é (Fatherland).,IED was detonated against a political party local office Office of political party ‚???????????é (Fatherland).
177,2015 JUL 03,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Rymarska Street,Call reporting IED - First Responders action - no explosive Rymarska Street
178,2015 JUL 02,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up against a restaurant,,"""?????????"" (Angelov) Caf_ (400-650 gr TNT equivalent). ","A device was blown up against a restaurant ""?????????"" (Angelov) Caf_ (400-650 gr TNT equivalent). "
179,2015 JUL 02,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,About 4 Kg of explosive were found in a weapons' cache,,Darnitsky district,About 4 Kg of explosive were found in a weapons' cache Darnitsky district
180,2015 JUL 01,CACHE/FOUND,0,0,Komsomolsk,POLTAVA,UKRAINEæ,"During the detention of suspects, explosives were seized",,400 grams of TNT along with weapons,"During the detention of suspects, explosives were seized 400 grams of TNT along with weapons"
181,2015 JUL 01,UNKNOWN,0,0,Darivka,LUHANSK ,UKRAINE,IED attack damaged railroad and a locomotive,,,IED attack damaged railroad and a locomotive 
182,2015 JUL 01,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A device was blown up close to a university hostel,,"Near ""Oleksiivska"" Metro Station. Two more explosions reported during night","A device was blown up close to a university hostel Near ""Oleksiivska"" Metro Station. Two more explosions reported during night"
183,2015 JUL 01,HOAX/FALSE,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a gas pipeline. Caller was identified and detained.,Call reporting IED - First Responders action - no explosive Against a gas pipeline. Caller was identified and detained.
184,2015 JUN 30,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Rymarska Street,Call reporting IED - First Responders action - no explosive Rymarska Street
185,2015 JUN 29,CACHE/FOUND,0,0,Milovskyi,LUHANSK,UKRAINE,Explosives and components for IEDs were seized,,"Along with weapons, during the detention of a suspect group","Explosives and components for IEDs were seized Along with weapons, during the detention of a suspect group"
186,2015 JUN 27,CACHE/FOUND,0,0,Artemivsk,DONETSK,UKRAINE,Explosives and weapons were found inside a private house,,"About one hundred TNT blocks, three kilos of plastic explosive, detonators","Explosives and weapons were found inside a private house About one hundred TNT blocks, three kilos of plastic explosive, detonators"
187,2015 JUN 26,UNKNOWN,0,0,Orikhove,LUHANSK ,UKRAINE,A portion of railway was blown up,,,A portion of railway was blown up 
188,2015 JUN 26,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Legal College, owned by People's Deputy Sergey Kivalov,  in Biskvitny Lane ","Call reporting IED - First Responders action - no explosive Legal College, owned by People's Deputy Sergey Kivalov,  in Biskvitny Lane "
189,2015 JUN 26,CACHE/FOUND,0,0,Kukshym,CHERNIHIV,UKRAINE,Some explosives were found after the detention of suspects,,,Some explosives were found after the detention of suspects 
190,2015 JUN 25,UNKNOWN,0,1,Shyroka,LUHANSK ,UKRAINE,A device detonated when trying to open an abandoned bag,,Possible VOIED,A device detonated when trying to open an abandoned bag Possible VOIED
191,2015 JUN 25,CACHE/FOUND,0,0,Borovske,LUHANSK,UKRAINE,A roadside IED was found,,"Electric detonator, TNT block & VOG-25 grenade as main cahrge","A roadside IED was found Electric detonator, TNT block & VOG-25 grenade as main cahrge"
192,2015 JUN 25,UNKNOWN,0,1,Lviv,LVIV,UKRAINE,A patrol car was blown up in front of its Police Station,,Chuprinky Street. VAZ-2109 car of Frankivskiy district Police Department ,A patrol car was blown up in front of its Police Station Chuprinky Street. VAZ-2109 car of Frankivskiy district Police Department 
193,2015 JUN 24,CACHE/FOUND,0,0,Chasir Yav,DONETSK,UKRAINE,Explosives were found during a search after some detentions,,25 + 12 Kg of plastic explosive found in the house of a suspectÇs parents,Explosives were found during a search after some detentions 25 + 12 Kg of plastic explosive found in the house of a suspectÇs parents
194,2015 JUN 24,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central railway station,Call reporting IED - First Responders action - no explosive Central railway station
195,2015 JUN 23,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against District Court,Call reporting IED - First Responders action - no explosive Against District Court
196,2015 JUN 22,UNKNOWN,0,0,Kievæ,æKIEV,UKRAINEæ,"IEDs were detonated against offices of ""Sberbank of Russia""",,Akhmatova Street & Kurenivka Street,"IEDs were detonated against offices of ""Sberbank of Russia"" Akhmatova Street & Kurenivka Street"
197,2015 JUN 20,UNKNOWN,0,0,Troyitske,LUHANSK,UKRAINE,Road bridge between Popasna and Troyitske was blown up,,,Road bridge between Popasna and Troyitske was blown up 
198,2015 JUN 17,CACHE/FOUND,0,0,Illicha,DONETSK,UKRAINE,2 suspected IEDs were found laid under railway,,"TM-62M landmines as main charge. No evidence of switch, possible HOAX","2 suspected IEDs were found laid under railway TM-62M landmines as main charge. No evidence of switch, possible HOAX"
199,2015 JUN 17,UNKNOWN,0,1,Novotoshkivske,LUHANSK,UKRAINE,A civilian was injured by a device activated through tripwire,,It is not clear if it was a landmine or an IED,A civilian was injured by a device activated through tripwire It is not clear if it was a landmine or an IED
200,2015 JUN 16,UNKNOWN,0,0,Sumy,SUMY,UKRAINE,IED was detonated against Sdovoba party local office,,,IED was detonated against Sdovoba party local office 
201,2015 JUN 16,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Suspicious IED - First Responders action - no explosive,,Liberty Square,Suspicious IED - First Responders action - no explosive Liberty Square
202,2015 JUN 16,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,Explosives were seized durig the detntion of suspects,,TNT,Explosives were seized durig the detntion of suspects TNT
203,2015 JUN 16,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Derzhprom"" & ""Universytet "" metro station in Svobody Square","Call reporting IED - First Responders action - no explosive Against ""Derzhprom"" & ""Universytet "" metro station in Svobody Square"
204,2015 JUN 15,UNKNOWN,0,0,Kherson,KHERSON,UKRAINE,IED used against residence of Regional State governor,,,IED used against residence of Regional State governor 
205,2015 JUN 13,UNKNOWN,1,0,Troyitske,LUHANSK,UKRAINE,A soldier was killed due to the detonation of an IED,,,A soldier was killed due to the detonation of an IED 
206,2015 JUN 12,UNKNOWN,0,0,Poposna,LUHANSK,UKRAINE,IED attack against a railway bridge,,6 more IEDs were found. Artillery shells açused as main charge.,IED attack against a railway bridge 6 more IEDs were found. Artillery shells açused as main charge.
207,2015 JUN 12,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up,,In the crossing of Admiralsky Avenue and Krasnova Street,A device was blown up In the crossing of Admiralsky Avenue and Krasnova Street
208,2015 JUN 12,UNKNOWN,0,0,Svitlodarsk,DONETSK,UKRAINE,IED attack against a railway bridge,,,IED attack against a railway bridge 
209,2015 JUN 12,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up against a billboard with patriotic message,,(200 gr TNT equ) Between Velika Arnautska St & Staroportofranskivska St,A device was blown up against a billboard with patriotic message (200 gr TNT equ) Between Velika Arnautska St & Staroportofranskivska St
210,2015 JUN 11,CACHE/FOUND,0,0,TBD,ZAPORIZHYE,UKRAINE,2 suspects were detained while transporting explosive and weapons,,370 gr of plastic explosive,2 suspects were detained while transporting explosive and weapons 370 gr of plastic explosive
211,2015 JUN 11,UNKNOWN,0,0,Yasynuvata,DONETSK,UKRAINE,A device was blown up against railway,,"Between ""Yasinovataya"" & ""Skotovataya"" stations","A device was blown up against railway Between ""Yasinovataya"" & ""Skotovataya"" stations"
212,2015 JUN 10,CACHE/FOUND,0,0,Chasiv Yar,DONETSK,UKRAINE,12 Kg of plastic explosive were seized after a detention of suspects,,,12 Kg of plastic explosive were seized after a detention of suspects 
213,2015 JUN 09,CACHE/FOUND,0,0,Gavrilovka,DNIPROPETROVSK,UKRAINE,Explosive and weapons were seized inside a car during a road control,,"Some quantities of TNT and plastic explosive, along with rockets","Explosive and weapons were seized inside a car during a road control Some quantities of TNT and plastic explosive, along with rockets"
214,2015 JUN 09,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Derzhprom"" & ""Universytet "" metro station","Call reporting IED - First Responders action - no explosive Against ""Derzhprom"" & ""Universytet "" metro station"
215,2015 JUN 08,CACHE/FOUND,0,0,TBD,SUMY,UKRAINE,A man was detained while trying to use an IED against a gas pipeline,,"Urengoy_Pomary_Uzhgorod pipeline, near ""Ukrtransgaz""operation center ","A man was detained while trying to use an IED against a gas pipeline Urengoy_Pomary_Uzhgorod pipeline, near ""Ukrtransgaz""operation center "
216,2015 JUN 07,UNKNOWN,1,5,Mariupol,DONETSK,UKRAINE,A homemade sea mine detonated against a patrol boat,,The boat was leaving the Korabelno bay. It was reported as WBIED,A homemade sea mine detonated against a patrol boat The boat was leaving the Korabelno bay. It was reported as WBIED
217,2015 JUN 04,HOAX/FALSE,0,0,Kievæ,æKIEV,UKRAINEæ,Suspicious IED - First Responders action - no explosive,,In the Rada (City Council) in Khrestchatyk Street,Suspicious IED - First Responders action - no explosive In the Rada (City Council) in Khrestchatyk Street
218,2015 JUN 04,UNKNOWN,0,0,Dachne,ODESSA,UKRAINE,A fridge train was affected by the detonation of a device,,2 devices detonated in both sides of railway (total 10 Kg TNT equivalent),A fridge train was affected by the detonation of a device 2 devices detonated in both sides of railway (total 10 Kg TNT equivalent)
219,2015 JUN 04,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Suspect arrested trying to use an IED against a railway bridge,,TM-62 mine main charge + cellphone switch. Kupyansk-Svyatogorsk way.,Suspect arrested trying to use an IED against a railway bridge TM-62 mine main charge + cellphone switch. Kupyansk-Svyatogorsk way.
220,2015 JUN 04,CACHE/FOUND,0,0,Kapitanove,LUHANSK ,UKRAINE,IED was found. Mortar grenade with plastic explosive as main charge.,,Search after an attack with 2 MON-50 mines against a civilian car,IED was found. Mortar grenade with plastic explosive as main charge. Search after an attack with 2 MON-50 mines against a civilian car
221,2015 JUN 03,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Suspect arrested trying to use an IED against a military  fuel depot,,"TM-62 mine + SPM charge, cellphone as switch, electric detonator","Suspect arrested trying to use an IED against a military  fuel depot TM-62 mine + SPM charge, cellphone as switch, electric detonator"
222,2015 JUN 02,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Derzhprom"" & ""Universytet "" metro station in Svobody Square","Call reporting IED - First Responders action - no explosive Against ""Derzhprom"" & ""Universytet "" metro station in Svobody Square"
223,2015 JUN 02,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Suspicious IED - First Responders action - no explosive,,Lenin's Avenue,Suspicious IED - First Responders action - no explosive Lenin's Avenue
224,2015 JUN 01,UNKNOWN,0,0,Shoirohino,DONETSK,UKRAINE,A device was command detonated in a residential area,,,A device was command detonated in a residential area 
225,2015 MAY 31,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,"Three elements of a criminal group were arrested, explosives seized",,8 Kg of TNT/plastic explosive and 240 electric detonators. ,"Three elements of a criminal group were arrested, explosives seized 8 Kg of TNT/plastic explosive and 240 electric detonators. "
226,2015 MAY 31,UNKNOWN,2,0,Stanytsia Luhanska,LUHANSK ,UKRAINE,Two civilians died after an IED detonation,,,Two civilians died after an IED detonation 
227,2015 MAY 30,UNKNOWN,1,0,Vynohradne,DONETSK,UKRAINE,A fiherman died after the detonation of a device in the seaport,,Officials related the device with the one against a patrol boat (07 Jun 2015),A fiherman died after the detonation of a device in the seaport Officials related the device with the one against a patrol boat (07 Jun 2015)
228,2015 MAY 29,HOAX/FALSE,0,0,Kievæ,æKIEV,UKRAINEæ,Suspicious IED - First Responders action - no explosive,,Schevchenko Boulevard,Suspicious IED - First Responders action - no explosive Schevchenko Boulevard
229,2015 MAY 29,CACHE/FOUND,0,0,Stanytsia Luhanska,LUHANSK,UKRAINE,A device was discovered by Security Forces,,"120 mm mortar projectile as a main charge, attached to a RC switch","A device was discovered by Security Forces 120 mm mortar projectile as a main charge, attached to a RC switch"
230,2015 MAY 29,HOAX/FALSE,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a trolleybus,Call reporting IED - First Responders action - no explosive Against a trolleybus
231,2015 MAY 28,UNKNOWN,0,0,Kievæ,æKIEV,UKRAINEæ,IED attack against a ROSHEN store,,Minskaya Street in Obolon district,IED attack against a ROSHEN store Minskaya Street in Obolon district
232,2015 MAY 28,UNKNOWN,1,1,Kievæ,æKIEV,UKRAINEæ,An IED was detonated in a residential area,,Dniprovskyi district,An IED was detonated in a residential area Dniprovskyi district
233,2015 MAY 27,VOIED,1,1,Stanytsia Luhanska,LUHANSK ,UKRAINE,Soldiers were affected by the detonation of an improvised device,,,Soldiers were affected by the detonation of an improvised device 
234,2015 MAY 27,CACHE/FOUND,0,0,Pavlohrad,DNIPROPETROVSK,UKRAINE,Two detainees when trying to lay an IED,,Bridge over Vovcha river,Two detainees when trying to lay an IED Bridge over Vovcha river
235,2015 MAY 25,UNKNOWN,1,0,Severodonetsk,LUHANSK,UKRAINE,One person was killed due to the detonation of a device,,,One person was killed due to the detonation of a device 
236,2015 MAY 23,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Suspicious IED - First Responders action - no explosive,,Inside a car parked in front of Regional State Administration,Suspicious IED - First Responders action - no explosive Inside a car parked in front of Regional State Administration
237,2015 MAY 23,UNKNOWN,7,0,Mikhailivka,LUHANSK,UKRAINE,An IED was used in an ambush against a separatist leader,SHADOWS,"Alexey Mozgovoy, GHOST BN Commander. In highway Lugansk-Alchevsk","An IED was used in an ambush against a separatist leader Alexey Mozgovoy, GHOST BN Commander. In highway Lugansk-Alchevsk"
238,2015 MAY 23,HOAX/FALSE,0,0,Kherson,KHERSON,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a night club in Ilyicha Street,Call reporting IED - First Responders action - no explosive Against a night club in Ilyicha Street
239,2015 MAY 21,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,æTwo men were detained with explosives and weapons,,One block of TNT along with plastic explosive and an electric detonator,æTwo men were detained with explosives and weapons One block of TNT along with plastic explosive and an electric detonator
240,2015 MAY 20,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against the National Palace of Arts,Call reporting IED - First Responders action - no explosive Against the National Palace of Arts
241,2015 MAY 20,CACHE/FOUND,0,0,Asinovatstogo,DONETSK,UKRAINE,Explosives were found during the detention of a suspect,,"5 Kg of TNT, detonating cord & detonators","Explosives were found during the detention of a suspect 5 Kg of TNT, detonating cord & detonators"
242,2015 MAY 19,CACHE/FOUND,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,A man was detained accused of selling explosives,,"17,5 Kg of TNT were seized","A man was detained accused of selling explosives 17,5 Kg of TNT were seized"
243,2015 MAY 18,UNKNOWN,0,0,Gorsk,LUHANSK ,UKRAINE,A device was detonated against railroad,,Between Sentanovka and Shipilovo train stations,A device was detonated against railroad Between Sentanovka and Shipilovo train stations
244,2015 MAY 16,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,An IED was blown up against a politicianÍs house,,"MP Andrey Ilyenko, Svodoba party. Against a window of the house","An IED was blown up against a politicianÍs house MP Andrey Ilyenko, Svodoba party. Against a window of the house"
245,2015 MAY 15,UNKNOWN,0,1,Avdiyivka,DONETSK,UKRAINE,An woman was injured by the detonation of an emplaced IED,,,An woman was injured by the detonation of an emplaced IED 
246,2015 MAY 15,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro station ""Akademika Barabashova""","Call reporting IED - First Responders action - no explosive Metro station ""Akademika Barabashova"""
247,2015 MAY 15,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Peresado?nyh metro station,Call reporting IED - First Responders action - no explosive Peresado?nyh metro station
248,2015 MAY 15,CACHE/FOUND,0,0,Lisichansk,LUHANSK ,UKRAINE,Explosives and weapons were found,,Close to a thermal power station,Explosives and weapons were found Close to a thermal power station
249,2015 MAY 14,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up in front of Odessa College of Railway Transport,,Inside communications box Alekseevskaya Square. 400 gr TNT equivalent,A device was blown up in front of Odessa College of Railway Transport Inside communications box Alekseevskaya Square. 400 gr TNT equivalent
250,2015 MAY 13,UNKNOWN,1,0,Gornyak,DONETSK,UKRAINE,A man died after an IED was blown up inside his car,,Under the driverÇs seat,A man died after an IED was blown up inside his car Under the driverÇs seat
251,2015 MAY 13,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,Railroad was affected by the detonation of a device,,In a suburb of the city. 3 Kg TNT equivalent,Railroad was affected by the detonation of a device In a suburb of the city. 3 Kg TNT equivalent
252,2015 MAY 13,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,Almost 8 Kg of explosive seized during a detention,,,Almost 8 Kg of explosive seized during a detention 
253,2015 MAY 12,UNKNOWN,0,0,Slobodka,ODESSA,UKRAINE,A railway bridge was affected by the detonation of a device,,Maloskova Street,A railway bridge was affected by the detonation of a device Maloskova Street
254,2015 MAY 12,CACHE/FOUND,0,0,Hadjibei,ODESSA,UKRAINE,An IED was found in a pipeline platform,,Solontsevaty Lane,An IED was found in a pipeline platform Solontsevaty Lane
255,2015 MAY 11,UNKNOWN,1,0,Energodar,ZAPORIZHYE,UKRAINE,A man died after the detonation of a device,,Artyom Street,A man died after the detonation of a device Artyom Street
256,2015 MAY 10,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Kiev international airport (Zhulyany),Call reporting IED - First Responders action - no explosive Kiev international airport (Zhulyany)
257,2015 MAY 10,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,"In Kulikovo Field (Pole Square), against a Trade UnionsÍ House ","Call reporting IED - First Responders action - no explosive In Kulikovo Field (Pole Square), against a Trade UnionsÍ House "
258,2015 MAY 09,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A civilian was detained while trying to blow a fuel tank up,,,A civilian was detained while trying to blow a fuel tank up 
259,2015 MAY 08,CACHE/FOUND,0,0,Krasnoarmeysk,DONETSK,UKRAINE,Explosives seized during a car check,,19 blocks of TNT (7.6 Kg),Explosives seized during a car check 19 blocks of TNT (7.6 Kg)
260,2015 MAY 08,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,Explosives were found during a vehicle control,,400 gr of explosive,Explosives were found during a vehicle control 400 gr of explosive
261,2015 MAY 06,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against the Kiev District Court,Call reporting IED - First Responders action - no explosive Against the Kiev District Court
262,2015 MAY 06,CACHE/FOUND,0,0,Stanytsia Luhanska,LUHANSK ,UKRAINE,A device composed by two ATGM and a hand grenade was found,,,A device composed by two ATGM and a hand grenade was found 
263,2015 MAY 05,CACHE/FOUND,0,0,Svyatohirsk,DONETSK,UKRAINE,Some IEDs were found during a search with Explosive Detection Dogs,,"In Lysa Hora memorial complex, before a ceremony to start","Some IEDs were found during a search with Explosive Detection Dogs In Lysa Hora memorial complex, before a ceremony to start"
264,2015 MAY 05,HOAX/FALSE,0,0,Krivoy Rog,DNIPROPETROVSK,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a military dormitory. One drunk sergeant was detained as suspect,Call reporting IED - First Responders action - no explosive Against a military dormitory. One drunk sergeant was detained as suspect
265,2015 MAY 05,CACHE/FOUND,0,0,Antonivka,DNIPROPETROVSK,UKRAINE,Explosives were found in a van during a road control,,"Suspect was detained with some weapons, a 400 gr TNT block and a fuze","Explosives were found in a van during a road control Suspect was detained with some weapons, a 400 gr TNT block and a fuze"
266,2015 MAY 03,HOAX/FALSE,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a nuclear plant power station,Call reporting IED - First Responders action - no explosive Against a nuclear plant power station
267,2015 MAY 02,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A guy was detained while trying to blow a fortification up,,1.2 Kg of TNT plus detonators were seized,A guy was detained while trying to blow a fortification up 1.2 Kg of TNT plus detonators were seized
268,2015 MAY 02,HOAX/FALSE,0,0,Nikolayevshchina,MIKOLAYIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against Shirokolanovsky gas-supplying station,Call reporting IED - First Responders action - no explosive Against Shirokolanovsky gas-supplying station
269,2015 MAY 02,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"""Vokzalnaya"" metro station","Call reporting IED - First Responders action - no explosive ""Vokzalnaya"" metro station"
270,2015 MAY 01,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,3 guys were detained and some explosives and fuzes were seized,,Suspects of 7 IED attacks,3 guys were detained and some explosives and fuzes were seized Suspects of 7 IED attacks
271,2015 APR 29,CACHE/FOUND,0,0,Kostiv,KHARKIV,UKRAINE,Explosives were found inside a cache,,"18 Kg of plastic explosive, fuzes, rockets, grenades and  weapons found","Explosives were found inside a cache 18 Kg of plastic explosive, fuzes, rockets, grenades and  weapons found"
272,2015 APR 29,UNKNOWN,0,0,Bictoba,IVANO-FRANKIVSK,UKRAINE,IED was blown up against the roof of a restaurant,,,IED was blown up against the roof of a restaurant 
273,2015 APR 29,UNKNOWN,0,0,Olenivka,DONETSK,UKRAINE,IED attack against railway,,"Km 1168, 170 m of railroad were damaged","IED attack against railway Km 1168, 170 m of railroad were damaged"
274,2015 APR 28,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against several bridges in Kharkiv and Poltova. Suspect was detained,Call reporting IED - First Responders action - no explosive Against several bridges in Kharkiv and Poltova. Suspect was detained
275,2015 APR 28,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,Explosives seized during a search operation,,3 Kg of plastic explosive and TNT were seized along with another weapons,Explosives seized during a search operation 3 Kg of plastic explosive and TNT were seized along with another weapons
276,2015 APR 28,UNKNOWN,0,0,Ilichevsk,ODESSA,UKRAINE,IED attack against railroad,,"During the movement from ""Kseniyevo"" station to ""Akardzha"" station","IED attack against railroad During the movement from ""Kseniyevo"" station to ""Akardzha"" station"
277,2015 APR 28,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Levada"" train station","Call reporting IED - First Responders action - no explosive Against ""Levada"" train station"
278,2015 APR 28,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ÂKing Cross Leopolis"" shopping  center","Call reporting IED - First Responders action - no explosive Against ÂKing Cross Leopolis"" shopping  center"
279,2015 APR 28,CACHE/FOUND,0,0,Sokolivka,KIEV,UKRAINE,A car was searched and some explosive s were seized,,Two improvised hand grenades along with another weapons and ammo,A car was searched and some explosive s were seized Two improvised hand grenades along with another weapons and ammo
280,2015 APR 27,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a school,Call reporting IED - First Responders action - no explosive Against a school
281,2015 APR 25,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"""Pochtovaya Ploshchad"" and ""Kontraktovaya Ploshchad"" stations","Call reporting IED - First Responders action - no explosive ""Pochtovaya Ploshchad"" and ""Kontraktovaya Ploshchad"" stations"
282,2015 APR 25,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Culture Centre of Kharkiv electromechanical plan,Call reporting IED - First Responders action - no explosive Culture Centre of Kharkiv electromechanical plan
283,2015 APR 25,UNKNOWN,0,2,Popasna,LUHANSK,UKRAINE,IED against 2 shunting locomotives,,"During a movement from ""Sentyanivka"" station to""Shipylove"" station","IED against 2 shunting locomotives During a movement from ""Sentyanivka"" station to""Shipylove"" station"
284,2015 APR 25,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Plant"" Club","Call reporting IED - First Responders action - no explosive Against ""Plant"" Club"
285,2015 APR 24,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,A women was detained when transporting explosives,,4 TNT blocks and some detonators,A women was detained when transporting explosives 4 TNT blocks and some detonators
286,2015 APR 24,UNKNOWN,0,0,Prev,IVANO-FRANKIVSK,UKRAINE,IED detonation against a food store,,,IED detonation against a food store 
287,2015 APR 23,UNKNOWN,0,1,Kramatorsk,DONETSK,UKRAINE,A flat was blown up,,Arkhangelkaya Street,A flat was blown up Arkhangelkaya Street
288,2015 APR 23,UNKNOWN,0,0,Yelenovka,DONETSK,UKRAINE,IED detonation against locomotive freight trains in railway,,Volnovakha station,IED detonation against locomotive freight trains in railway Volnovakha station
289,2015 APR 23,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,Explosives were seized during a detention & search of a house,,Suspets of the attacks against Admiralskaya Center in DEC 14 and MAR 15,Explosives were seized during a detention & search of a house Suspets of the attacks against Admiralskaya Center in DEC 14 and MAR 15
290,2015 APR 22,UNKNOWN,0,0,Melovoye,LUHANSK,UKRAINE,A car was blown up,,The owner was an officer of the Ukrainian Security Service,A car was blown up The owner was an officer of the Ukrainian Security Service
