id,date,type,text
565,7/21/2014,UNKNOWN,Bridge over Borova river was damaged by demolition Road T-13-03 between Rubizhne & Severodonetsk
566,7/20/2014,HOAX/FALSE,"Calls reporting IED - First Responders action - no explosive Saltov market, Central hospital & emergency services"
567,7/16/2014,UNKNOWN,Railway damaged by explosions Track Novobahmutovka - Gorlovka
568,7/20/2014,HOAX/FALSE,"Calls reporting IED - First Responders action - no explosive Hotels ""Khreschatyk "", ""Bratislava"" & ""Express"" plus a hospital"
569,7/13/2014,UNKNOWN,IED attacks in Pryvatbank office (Krasnoslabodskaya Street) 
570,7/13/2014,UNKNOWN,IED attacks in Pryvatbank office (Sergey Yadov Street) 
571,7/13/2014,UNKNOWN,Bridge was blown up by separatist defending it Tractor was missidentified as a tank advancing during night
572,7/12/2014,UNKNOWN,Several IEDs laid in buildings were disposed by EOD 
573,7/11/2014,UNKNOWN,Bridge over the Idar River was blown up Road P-07 Chuguev-Melovoe (via Starobelsk)
574,7/11/2014,UNKNOWN,Road bridge was blown up Road T-05-13 Bridge close to Mokraya Plotva River
575,7/10/2014,UNKNOWN,Road bridge over railway was blown up Road T-05-16 between Horlivka and Dzerzhinsk
576,7/10/2014,UNKNOWN,Bridge damaged by explosion  
577,7/9/2014,UNKNOWN,Railroad bridge was blown up 
578,7/8/2014,HOAX/FALSE,Call reporting IED - First Responders action - no explosive Public Tax Administration building
579,7/8/2014,CACHE/FOUND,"Explosives (TNT) and detonators seized in a van with 5 guys. About 100 Kg. explosive material (TNT blocks, mines, charges)"
580,7/7/2014,HOAX/FALSE,Call reporting IED - First Responders action - no explosive Psychoneurological Clinic building in Shtabnoy Lane
581,7/7/2014,UNKNOWN,Zujevske reservoir dam & two bridges affected by demolitions Bridges over Krynka river
582,7/7/2014,UNKNOWN,Railroad bridge was blown up Near Horodnia station over Tepla river
583,7/7/2014,UNKNOWN,Railway and electricity contact poles damaged by explosions At least 4 detonations in a 5 meter radius. Looks TNT effect.
584,7/7/2014,UNKNOWN,Detonation against overpass damaged left mid-span support Road T-05-09 Bolshaya Novoselka-Amvrosievka (Km 80.5)
585,7/7/2014,UNKNOWN,Railroad bridge over H-20 road was partially blown up  
586,7/7/2014,UNKNOWN,"Bridge over Seversky Donets river was blown up Road T-05-13 from Artemovsk to Gorlovka, Km. 12,488"
587,7/7/2014,UNKNOWN,"Bridge over Kazenyi Torets river was damaged by detonation Highway M-03 (Kiev-Kharkov-Dolzhansky), Km. 675,378"
588,7/6/2014,UNKNOWN,Motorway bridge was blown up Motorway from Amvrosiivka
589,7/6/2014,CACHE/FOUND ,"Homemade grenades, landmines & explosives seized   "
590,7/5/2014,VBIED ,Suspicious VBIED was destroyed through controlled detonation Main Battle Tank was used due to the lack of EOD means
591,7/5/2014,UNKNOWN,Bridge over Bila river was damaged by an explosion 
592,7/4/2014,HOAX/FALSE,"Call reporting IED - First Responders action - no explosive Administrative Court building & ""Channel 5"" facilities"
593,7/4/2014,UNKNOWN,"5 Kg TNT-equivalent IED against Military Enlistment office  Crater 4 m. diameter, 3 m. depth. Several damages to floors."
594,7/4/2014,UNKNOWN,Explosion close to Suvorovsky military commissariat office 
595,7/4/2014,UNKNOWN,Bridge over Siversky Donets was blown up  
596,7/4/2014,UNKNOWN,"Bridge over Seversky Donets river destroyed by an explosion. Road T-03-15, conecting Luhansk-Lisichansk"
597,7/3/2014,HOAX/FALSE,Call reporting IED - First Responders action - no explosive Economic Court building
598,7/3/2014,UNKNOWN,Roadside bomb detonation A family was affected by the explosion when driving their car
599,7/3/2014,PROJECTED,IED was detonated against Militia Staff building 
600,7/2/2014,UNKNOWN,Bridge across the Koznyi-Toretz River was blown up Highway Kharkov-Rostov
601,7/2/2014,HOAX/FALSE,Call reporting IED - First Responders action - no explosive Fountatin in Zabolotny Steree
602,7/1/2014,CWIED,Four explosions in 2 different points of railroad 
603,7/1/2014,UNKNOWN,IEDs against cables supporting a TV tower  Tower was destroyed in Karachun mountain
604,6/30/2014,CACHE/FOUND,Explosives (1.5 Kg TNT) & detonators seized. 5 guy group arrested. 2-guys detention when trying to attack railway. 3 more later.
605,6/29/2014,UNKNOWN,Railroad bridge was damaged by an explosion 
606,6/29/2014,UNKNOWN,Railway was damaged by a detonation Train ADLER-KIEV was affected
607,6/27/2014,UNKNOWN,Railway bridge was damaged by 2 explosions Near Horodna station
608,6/26/2014,CACHE/FOUND,Man detained wearing 2 IEDs He was preparing an attack to Kulbakino airfield
609,6/25/2014,UNKNOWN,Railroad bridge damaged by explosion Zheleznodorozhny Bridge. 20Kg TNT-equivalent IED
610,6/24/2014,UNKNOWN,Railroad bridge over Dnieper river damaged by explosion 
611,6/24/2014,UNKNOWN,2 detonations on railroad Kondarshevskaya strecht & Krasnozerovka Ogorodny strecht
612,6/23/2014,CRIME,96 Kg of Ammonite & electric detonators stolen from a mine Ammonite = 20% TNT/80% Ammonium Nitrate
613,6/23/2014,UNKNOWN,"Several detonations against a water pump station Most probably accurate mortar firing, according to effects!!!"
614,6/22/2014,UNKNOWN,Railroad damaged by explosion Ilovajick-Martsevo railroad
615,6/22/2014,UNKNOWN,"14 cargo vans derailed. Ilovaish-Mospino stretch, in the way to Kuteinikovo."
616,6/20/2014,CACHE/FOUND,"2 detainees transporting explosives in a truck 22 TNT blocks, detonators & explosives connection schemes"
617,6/18/2014,UNKNOWN,"Bridge damaged by an explosion Km. 58, road T0517 Yenakiyevo-Shakhtersk-Amvrosiivka"
618,6/19/2014,CACHE/FOUND,IED found during detention of a suspect 2nd detainee from a group planning attacks against airfield
619,6/19/2014,UNKNOWN,IED detonation near an exchange office Explosion after a call reporting a potential underbelly VOIED
620,6/17/2014,UNKNOWN,IED explosion under concrete basis of gas pipeline Urengey-Pomary-Uzghorod pipeline
621,6/16/2014,CACHE/FOUND,2 detainees transporting an IED near Russian Consulate Destruction radius of the bomb was estimated at 15 meters
622,6/15/2014,UNKNOWN,Pedestrian bridge over road to Luhansk was destroyed 
623,6/13/2014,UNKNOWN,"IED partially laid close to Presidential HQ 5 hand grenades + electr fuzes, guy escaped before activating"
624,6/12/2014,VBIED,Explosion of a car parked beside DNR leader vehicle Near an administration building. Followed by shooting.
625,6/10/2014,UNKNOWN,"Bridge was blown up Highway km 3,773"
626,6/8/2014,CRIME,720 Kg Ammonite & 360 electric detonators stolen from mine Ammonite = 20% TNT/80% Ammonium Nitrate
627,6/7/2014,VOIED,Explosion of a car near UKR parliament Car driver was injured. Possible Underbelly IED/limpet mine
628,5/31/2014,RCIED,IED was disposed close to Raisins - Slavic road RC device + TNT + artillery shell (UXO)
629,5/28/2014,UNKNOWN,Railway was affected by an explosion 
630,5/27/2014,UNKNOWN,"Railroad damaged by explosion Near Donetsk, between Krasnohorlivka and Kurakhovo"
631,5/23/2014,CACHE/FOUND,"Some guys were detained in possesion of explosives TNT, Ammonite, and grammonite, along with homemade hand grenades"
632,5/23/2014,UNKNOWN,Railroad affected by explosion Km. 57 
633,5/22/2014,UNKNOWN,Railroad bridge destroyed by explosion 
634,5/18/2014,CACHE/FOUND,2 Kg of plastic explosive and detonators were seized Found during registry & detention of a criminal group
635,5/15/2014,RCIED,3 explosions in HP gas pipeline Urengoy_Pomary_Uzhgorod Remnants of a RCIED were found at scene
636,5/14/2014,TIME DELAY,Pipe bomb detonated against a Pryvatbank office 
637,5/9/2014,UNKNOWN,Small detonation in a rucksack borne by a man Inside Arsenalna metro station. Suspect was detained
638,5/8/2014,CACHE/FOUND,IED seized during detention Detention of a suspect during registry of his home
639,5/3/2014,PROJECTED,Homemade hand grenades were thrown during clashes Reported by Police officials
640,4/29/2014,VOIED,During a regular patrolling in an UKR Base perimetral defenses 04:00L
641,4/27/2014,CACHE/FOUND,Homemade hand grenades were seized 13 activist detained - explosive & incendiary devices
642,4/26/2014,UNKNOWN,4 consecutive detonations inside an airfield Helicopter & surveillance airplane destroyed by attackers
643,4/25/2014,PROJECTED,Attack over pro-UKR check-point from a car passing around It is not totally confirmed as improvised device yet
644,4/12/2014,HOAX/FALSE,Call reporting IED - First Responders action - no explosive Kharkov Palace hotel
645,4/6/2014,VOIED,"IEDs were laid in an occupied government building Building was occupied, IEDs used as defensive weapon"
646,3/25/2014,UNKNOWN,Explosive device laid close to UKR ship in Donuzlav lake Trawler ñCherkassyî suffered damages in main wheel
647,3/18/2014,PROJECTED,Two homemade hand grenades were thrown against  Deputys office 
648,3/3/2014,CACHE/FOUND,400 Kg TNT transported in a truck were confiscated Two suspects detained in a road control at Crimean border
649,1/25/2014,UNKNOWN,Explosion close to Regional Administration building External damages to building
650,2/6/2014,VOIED,Explosion in Trade Union House Bomb package was given to the victim as a present
